Document ID,Complex,Simple
12,"En als het doorgaat, MOET iedereen dan meedoen?",En als het doorgaat: moet iedereen dan meedoen?
12,Daarom is het ook een pilot.,Daarom is het ook een proef.
12,"Op basis van gesprekken, de onderzoeken en inventarisaties volgt de ambtelijk voorbereiding die bedoeld is om keuzemogelijkheden en een advies aan het bestuur te bieden.","Vanuit gesprekken, onderzoeken en inventarisaties volgt de ambtelijk voorbereiding. Die is er om het bestuur keuzemogelijkheden en een advies te geven."
12,Op basis daarop neemt het college een besluit.,Daarop neemt het college een besluit.
12,Antwoord: Het wordt een totaaladvies in de vorm van een rapport.,Het komt een rapport met een totaaladvies.
12,We hebben flinke expertise en ervaring met dit soort onderhoud in ons team.,We hebben flinke deskundigheid en ervaring met dit soort onderhoud in ons team.
12,Er zullen wel afspraken gemaakt worden per woonboot.,Er komen wel afspraken per woonboot.
12,Antwoord: Er komt een samenvatting van alle individuele gesprekken.Maar de verslagen van de gesprekken worden niet openbaar gemaakt.,Er komt een anonieme samenvatting van alle individuele gesprekken. Maar de verslagen van de gesprekken maken we niet openbaar.
12,Antwoord: Dat is heel erg jammer.,Dat is heel erg jammer.
12,In eerste instantie komt er iemand om met u dit soort dingen door te nemen.,Er komt eerst iemand om met u dit soort dingen door te nemen.
12,"De individuele gesprekken zijn er niet alleen om naar technische zaken te kijken, We hebben flinke expertise en ervaring met dit soort onderhoud in ons team.",De individuele gesprekken zijn er niet alleen om naar technische zaken te kijken.
12,Antwoord: We kunnen ons voorstellen dat u gaat wil weten wat de plannen zijn.,We kunnen ons voorstellen dat u gaat wilt weten wat de plannen zijn.
12,De plannen liggen nog niet vast maar die gaan we in de aankomende periode maken en zullen deze met u overleggen.,De plannen liggen nog niet vast.
12,Wel zijn er globale plannen gemaakt.,Maar die gaan we de komende tijd maken en uiteraard bespreken we die met u. Wel zijn er globale plannen gemaakt.
12,De gemeente denkt momenteel aan een stalen damwand te plaatsen langs de oever van [ADDRESS],We denken nu een stalen damwand te plaatsen langs de oever van [ADDRESS]
12,Aan de kopeinden van de vier vaste steigers heeft de gemeente twee mogelijkheden in gedachten: of de oever herstellen of een damwand plaatsen.,Aan de kopeinden van de vier vaste steigers denken we aan 2 mogelijkheden: of de oever herstellen of een damwand plaatsen.
12,Daarnaast wil de gemeente de woonboothaven en langs en onder de woonboten van [ADDRESS] baggeren.,Daarnaast willen we in de woonboothaven en langs en onder de woonboten van [ADDRESS] baggeren.
12,De te baggeren diepte wordt maatwerk en is afhankelijk van verschillende factoren.,De te baggeren diepte wordt maatwerk en hangt van verschillende dingen af.
12,Om baggeren langs de kanten mogelijk te maken is het nodig dat we onderhoud aan de oever uitvoeren.,"Om langs de kanten te kunnen baggeren, moeten we onderhoud aan de oever uitvoeren."
12,"Om het onderhoud in de woonboothaven af te ronden, wil de gemeente de vier vaste steigers aanpakken.","Om het onderhoud in de woonboothaven af te ronden, willen we de 4 vaste steigers aanpakken."
12,Daar willen we nu juist over in gesprek gaan.,Daar willen we nu juist over praten.
12,Inzicht en ervaringen van de bewoners spelen in de zoektocht naar oplossingen ook een grote rol.,Inzicht en ervaringen van de bewoners zijn erg belangrijk voor mogelijke oplossingen.
12,Antwoord: Individuele gesprekken kunnen ook op kantoor of op de steiger buiten plaatsvinden als de bewoner dit liever wil.,"Individuele gesprekken mogen ook op kantoor of op de steiger buiten, als u dit liever wilt."
12,Privacy: Hoe zit het met privacy: ik ben gesteld op privacy.,Hoe zit het met privacy: ik ben gesteld op privacy.
12,Dit met foto's nemen in mijn boot en dan gaan ze vervolgens de renovatie niet uitvoeren.,Dit vanwege foto's nemen in mijn boot en dan gaan ze vervolgens de renovatie niet uitvoeren.
12,"Dan hebben jullie wel allerlei info van mijn huis en mijn omgeving, dat stel ik niet op prijs.","Dan hebben jullie wel allerlei informatie van mijn huis en mijn omgeving, dat stel ik niet op prijs."
12,Antwoord: Dit is een hele terechte vraag en ook goed dat je dit allemaal aangeeft.,Dit is een hele terechte vraag.
12,"In eerste instantie wil de gemeente een persoonlijk gesprek met de bewoner om ook dit soort vragen, twijfels en zorgen door te nemen.","We willen eerst een persoonlijk gesprek met een bewoner om ook dit soort vragen, twijfels en zorgen te bespreken."
12,Foto’s zijn nodig voor de verplaatsingsverzekering.,Foto’s zijn alleen nodig voor de verplaatsingsverzekering.
12,Alle foto’s worden volgens de AVG wet opgeslagen en alleen gebruikt waar nodig.,"Alle foto’s worden volgens de AVG-wet opgeslagen, bewaard en vernietigd en alleen gebruikt waar nodig."
12,"De gemeente mag hier verder niks mee doen, zeker niet als de woonboot uiteindelijk niet verplaatst dient te worden.","We mogen hier verder niks mee doen, zeker niet als de woonboot uiteindelijk niet verplaatst wordt."
12,Individuele gesprekken kunnen overigens ook op kantoor of buiten de boot.,Individuele gesprekken mogen overigens ook op kantoor of buiten de boot.
12,Belangrijkste is dat we een beeld hebben waar rekening mee gehouden moet worden als we daadwerkelijk beginnen.,Met de individuele gesprekken en de onderzoeken willen we een beeld krijgen over waar we rekening mee moeten houden als we daadwerkelijk beginnen.
12,Discussie punt: zelf verplaatsten of via verplaatsingsprotocol?,Discussiepunt: zelf verplaatsten of via verplaatsingsprotocol?
12,Antwoord: Het enige waar we momenteel de [ADDRESS] onderzoeken is [ADDRESS] omdat daar een schrijnende situatie is.,De enige plek waar we nu de [ADDRESS] onderzoeken is [ADDRESS] omdat daar een schrijnende situatie is.
12,Dan maken we eigenlijk foto’s van de huidige situatie.,Dan maken we foto’s van de huidige situatie.
12,"Als de pilot doorgang vindt, dan is verder onderzoek naar de walkant nodig.","Als de proef doorgaat, dan is verder onderzoek naar de walkant nodig."
12,In een eerder stadium heeft de gemeente een onderhoudsinspectie uitgevoerd van de vier vaste steigers”.,We hebben eerder een onderhoudsinspectie uitgevoerd van de 4 vaste steigers.
12,Antwoord: Dat is met name interessant als informatiebron voor het waterbodemonderzoek.,Dat is vooral interessant als informatiebron voor het waterbodemonderzoek.
12,"Wij laten monsters nemen van de waterbodem, welke in een laboratorium worden onderzocht.","Wij laten monsters nemen van de waterbodem, die worden in een laboratorium onderzocht."
12,Antwoord: Er is onderzoek gedaan naar de bovenkant van de sliblaag.,De bovenkant van de sliblaag is onderzocht.
12,Daar is nu een dieptekaart in kleuren van beschikbaar.,Daar is nu een dieptekaart in kleuren van.
12,"Deze kaart wordt aangevuld met handmatige metingen, waarbij we ook de onderkant van de sliblaag meten.","Deze kaart vullen we aan met handmatige metingen, waarbij we ook de onderkant van de sliblaag meten."
12,Ook hebben we metingen om de steigers en bij de woonboten zelf; hoe die de bovenkant en onderkant van de sliblaag daar is.,Ook meten we om de steigers en bij de woonboten zelf hoe diep de bovenkant en onderkant van de sliblaag daar is.
12,Al deze data moeten nog gekoppeld worden.,Al deze data moeten we nog koppelen.
12,Antwoord: Met multibeam echolood is de waterdiepte gemeten.,De waterdiepte hebben we met een apparaat gemeten.
12,Met handmatige metingen (peilstok) is de waterdiepte gemeten op plaatsen waar geen ruimte was om met multibeam te meten.,Met handmatige metingen (peilstok) hebben we de waterdiepte gemeten op plaatsen waar geen ruimte was om met het apparaat te meten.
12,Met de peilstok is ook de ligging van de vaste bodem gemeten.,Met de peilstok hebben we ook de ligging van de vaste bodem gemeten.
12,Er zijn ook boringen genomen van de waterbodem om te kijken welk type vaste waterbodem aanwezig is.,Ook namen we boringen van de waterbodem om te kijken welk type vaste waterbodem er is.
12,Bergrijp ik het goed dat de werkzaamheden zoveel mogelijk uitgevoerd worden zodat de bouwwerken kunnen blijven staan?,Begrijp ik het goed dat om te baggeren bestaande bouwwerken kunnen blijven bestaan?
12,"Ik weet nog steeds niet wat het plan is, voordat ik erin stap en een individueel gesprek aanga wil ik meer duidelijkheid over wat de gemeente eigenlijk wil.","Ik wil eerst weten wat er met de kosten gebeurt voordat ik mijn huis ga openstellen, ik wil daar een beter beeld over hebben."
13,Het plangebied voor deze ontwikkeling heeft een centrale ligging in het gebied Bijlmer-Centrum.,Het plangebied voor deze ontwikkeling ligt centraal in het gebied Bijlmer-Centrum.
13,"Aan de noordzijde wordt het begrensd door de woonbuurt Vogeltjeswei, aan de oostzijde door de Gooiseweg, aan de westzijde door het Nelson Mandelapark en aan de zuidzijde door de Gaasperdammertunnel (A9).","Aan de noordkant grenst het aan de woonbuurt Vogeltjeswei, aan de oostkant aan de Gooiseweg, aan de westkant aan het Nelson Mandelapark en aan de zuidkant aan de Gaasperdammertunnel (A9)."
13,Het plan voorziet in een kwalitatief hoogwaardig programma van circa 700 woningen en een basisschool.,Het plan levert een programma van ongeveer 700 woningen en een basisschool.
13,"In de plinten is er ruimte voor maatschappelijke, culturele en commerciële voorzieningen.","In de bouwlaag op de begane grond is er ruimte voor maatschappelijke, culturele en commerciële voorzieningen."
13,"De bijzondere locatie tussen het Nelson Mandelapark en de Gooiseweg vraagt om een specifieke ruimtelijke oplossing: de parkzijde heeft een groen karakter, de sfeer van het park dringt door in de woonblokken, hier zijn de bouwvolumes klein.","De bijzondere locatie tussen het Nelson Mandelapark en de Gooiseweg vraagt om een specifieke ruimtelijke oplossing. De kant aan het park is groen, de sfeer van het park dringt door in de woonblokken en hier zijn de bouwvolumes klein."
13,De rand van de Gooiseweg heeft grotere volumes en een meer stedelijk karakter.,De rand van de Gooiseweg heeft grotere volumes en voelt meer stedelijk.
13,De maatschappelijke voorzieningen en programmering in de plinten dragen bij aan de levendigheid van de wijk.,De maatschappelijke voorzieningen en programmering in de bouwlaag op de begane grond maken de wijk levendig.
13,"De ambitie voor de woningbouw naast het Nelson Mandelapark is het ontwikkelen van een duurzame, levendige en groene stadswijk.","We willen voor de woningbouw naast het Nelson Mandelapark een duurzame, levendige en groene stadswijk ontwikkelen."
13,Een belangrijk onderdeel van de circulaire ambities is bouwen met hout.,Een belangrijk onderdeel van de doelen voor blijvend hergebruik is bouwen met hout.
13,De inzet is om de eerste wijk van Nederland te realiseren die vrijwel volledig in hout is gebouwd.,We willen de eerste wijk van Nederland opleveren die vrijwel volledig in hout is gebouwd.
13,"Dat wil zeggen: 40% sociale huur, 40% middensegment en 20% vrije sector.","De ongeveer 700 woningen verdelen we volgens ons huidige beleid: 40 procent sociale huur, 40 procent middensegment en 20 procent vrije sector."
13,Het middensegment wordt evenredig verdeeld over koop en middeldure huur.,Het middensegment verdelen we gelijk over koop en middeldure huur.
13,Daarnaast is het de ambitie om een bouwblok beschikbaar te stellen voor een wooncoöperatie.,Daarnaast willen we een bouwblok beschikbaar stellen voor een wooncoöperatie.
13,In het middensegment en de vrije sector beschikt het plan ook over blokken voor collectief particulier opdrachtgeverschap (CPO).,In het middensegment en de vrije sector zijn er in het plan ook blokken voor collectief particulier opdrachtgeverschap (CPO).
13,In totaal is er ruimte voor circa 700 woningen:,In totaal is er ruimte voor ongeveer 700 woningen:
13,In de vrije sector zijn er mogelijkheden om grote appartementen tot 150m2 te bouwen.,In de vrije sector kunnen we grote appartementen tot 150m2 te bouwen.
13,Het beeldkwaliteitsplan geeft richtlijnen voor de bebouwde ruimte met als doel de ruimtelijke kwaliteit te waarborgen.,Het beeldkwaliteitsplan geeft richtlijnen voor de bebouwde ruimte om de ruimtelijke kwaliteit te garanderen.
13,"In de volgende fase, met de ontwikkeling van de bouwenveloppen, zullen de architectuurrichtlijnen verder worden uitgewerkt om ontwikkelaars en architecten handvatten te geven.","In de volgende fase, met de ontwikkeling van de bouwenveloppen, werken we de architectuurrichtlijnen verder uit. Dit om ontwikkelaars en architecten handvatten te geven."
13,Een coördinator zorgt voor de realisatie van de eerste wijk van Nederland in Houtbouw.,Een coördinator zorgt voor de oplevering van de eerste wijk van Nederland in houtbouw.
13,Het gebied kenmerkt zich door de ligging naast het Nelson Mandelapark.,Het gebied ligt naast het Nelson Mandelapark.
13,In het ontwerp van de openbare ruimte is het de bedoeling om de kwaliteit van het bestaande landschap te versterken door een doorgaande parkstructuur te creëren.,In het ontwerp van de openbare ruimte is het de bedoeling om de kwaliteit van het bestaande landschap te versterken. Dat doen we door een doorgaande parkstructuur te maken.
13,In het coalitieakkoord staat de verduurzaming van Amsterdam op een prominente plaats.,In het coalitieakkoord staat de verduurzaming van Amsterdam op een vooraanstaande plaats.
13,"Duurzaamheid is dan ook een belangrijk aspect voor het ontwerp, de inrichting en de ontwikkeling van woningen naast het Nelson Mandelapark.","Duurzaamheid is daarom een belangrijk onderdeel voor het ontwerp, de inrichting en de ontwikkeling van woningen naast het Nelson Mandelapark."
13,"Het plan heeft hoge ambities voor bijvoorbeeld energiebesparing, een circulaire economie, natuurinclusief bouwen en het besteedt veel aandacht aan regenwater berging en infiltratie.","Het plan heeft hoge doelen en wensen voor bijvoorbeeld energiebesparing, een circulaire economie en natuurinclusief bouwen. Het plan besteedt veel aandacht aan regenwaterberging en infiltratie."
13,"Het voorliggend Stedenbouwkundig Plan (SP) Woningen naast het Nelson Mandela Park is de uitwerking van het SP-concept dat is voorgelegd aan de commissies CIRK en TAC., en is tevens het resultaat van de uitkomsten participatie op 02-09- 2019 , waarin wordt geadviseerd om voor de verdere planuitwerking uit te gaan van700 woningen als maximaal aantal woningen.",Het voorliggend Stedenbouwkundig Plan (SP) Woningen naast het Nelson Mandela Park is de uitwerking van het SP-concept dat is voorgelegd aan de commissies CIRK en TAC. Het is ook het resultaat van de uitkomsten van participatie op 02-09- 2019.
13,Dit plan is een actualisatie van het Stedenbouwkundig Programma van Eisen (SPvE) Bijlmerpark dat is vastgesteld in 2005.,Dit plan is een bijstelling van het Stedenbouwkundig Programma van Eisen (SPvE) Bijlmerpark uit 2005.
